MaNV,TenNV,ChucVu,BoPhan,CCCD,SDT_NV,Email_NV,NgaySinh,GioiTinh
NV000742,Nguyen Van Viet,Tiep vien,Dieu hanh bay,803789201342,033807326300,nv742@airline.vn,1985-01-05,Nam
NV000743,Huynh Duc Chi,Dieu hanh,Ky thuat may bay,177426119099,034433946700,nv743@airline.vn,1960-02-15,Nam
NV000744,Tran Uyen,Phi cong,Ky thuat may bay,157652405784,034983419900,nv744@airline.vn,1988-10-02,Nu
NV000745,Le Duc Khanh,Tiep vien,Khai thac bay,367186431510,096647603700,nv745@airline.vn,1979-08-19,Nu
NV000746,Nguyen Duc Thu,Tiep vien,Phuc vu mat dat,847741238390,098636659400,nv746@airline.vn,1989-10-02,Nu
NV000747,Vo Van Dung,Dieu hanh,Tai chinh,686587644309,086829351200,nv747@airline.vn,1979-12-13,Nam
NV000748,Vu Phu,Phi cong,An toan bay,311462935849,034930297900,nv748@airline.vn,1976-11-22,Khac
NV000749,Vu Van Bao,Tiep vien,Tai chinh,153552690592,098411612300,nv749@airline.vn,1975-12-23,Khac
NV000750,Vo Duc Chi,Tiep vien,Khai thac bay,807835137649,032411399500,nv750@airline.vn,1970-01-20,Nu
NV000751,Vu Thi Yen,Tiep vien,Phuc vu mat dat,856531243885,097903725900,nv751@airline.vn,1973-11-05,Nam
NV000752,Bui Duc Thu,Tiep vien,Khai thac bay,452760144081,033374920800,nv752@airline.vn,1985-08-13,Nam
NV000753,Hoang Khanh,Ky thuat,Phuc vu mat dat,274844290175,033997442600,nv753@airline.vn,1981-11-05,Nam
NV000754,Le Thi Manh,Phi cong,An toan bay,375281293411,097100223100,nv754@airline.vn,1964-07-20,Nam
NV000755,Pham Duc Khanh,Tiep vien,Phuc vu mat dat,642441151455,097218450600,nv755@airline.vn,1998-10-17,Nam
NV000756,Bui An,Tiep vien,Ky thuat may bay,193896651013,034550852400,nv756@airline.vn,1981-03-13,Nam
NV000757,Vo Phu,Dieu hanh,Tai chinh,785516946200,032438462700,nv757@airline.vn,1995-04-04,Nam
NV000758,Nguyen Duc Thu,Tiep vien,Phuc vu mat dat,270396104263,033825607800,nv758@airline.vn,1969-03-16,Khac
NV000759,Vo Thi Viet,Tiep vien,Khai thac bay,657168826806,097156656500,nv759@airline.vn,1985-07-10,Khac
NV000760,Nguyen Van Viet,Tiep vien,An toan bay,157387232258,033734937300,nv760@airline.vn,1962-06-20,Nu
NV000761,Le Duc Dat,Tiep vien,Tai chinh,191429820458,097163071500,nv761@airline.vn,1990-12-10,Nam
NV000762,Le Duc Yen,Phi cong,Tai chinh,621556470950,098715428300,nv762@airline.vn,1992-03-14,Khac
NV000763,Vu Duc Hung,Dieu hanh,Khai thac bay,113571671587,098167125300,nv763@airline.vn,1975-12-13,Nam
NV000764,Dang Son,Tiep vien,Dieu hanh bay,180440135433,034851311600,nv764@airline.vn,1977-06-20,Khac
NV000765,Bui Van Lan,Dieu hanh,Phuc vu mat dat,748458200410,097912697100,nv765@airline.vn,1996-09-23,Nu
NV000766,Bui Duc Chi,Dieu hanh,Tai chinh,570325058527,032628472300,nv766@airline.vn,1980-01-28,Nu
NV000767,Bui Thi Lan,Ky thuat,Dieu hanh bay,337497083652,033321103600,nv767@airline.vn,1974-10-09,Khac
NV000768,Tran Van Hung,Tiep vien,Tai chinh,742303995310,097995345400,nv768@airline.vn,1964-11-28,Nam
NV000769,Huynh Duc Dat,Dieu hanh,Ky thuat may bay,375857066856,032106851400,nv769@airline.vn,1964-03-22,Khac
NV000770,Vu Thi Khanh,Tiep vien,An toan bay,683996019288,097610339000,nv770@airline.vn,1991-05-06,Nam
NV000771,Huynh Thu,Dieu hanh,Tai chinh,170831291444,098961328500,nv771@airline.vn,1992-09-05,Nam
NV000772,Pham Viet,Phi cong,Ky thuat may bay,699823383615,098586745700,nv772@airline.vn,1964-07-17,Nam
NV000773,Vu Thi Chi,Tiep vien,An toan bay,506486158065,086613294400,nv773@airline.vn,1989-12-19,Nu
NV000774,Vu Duc An,Dieu hanh,Dieu hanh bay,588280652182,096551876700,nv774@airline.vn,1996-07-07,Nam
NV000775,Nguyen Dat,Tiep vien,Phuc vu mat dat,982164685189,032185052500,nv775@airline.vn,1994-01-19,Nam
NV000776,Vu Chi,Ky thuat,Phuc vu mat dat,207406003875,086641319400,nv776@airline.vn,1982-06-24,Khac
NV000777,Dang Duc Uyen,Tiep vien,Dieu hanh bay,453899280281,034701419400,nv777@airline.vn,1991-06-04,Nam
NV000778,Hoang Yen,Tiep vien,Khai thac bay,155863989318,086978748400,nv778@airline.vn,1988-06-17,Khac
NV000779,Dang Duc Hung,Phi cong,Ky thuat may bay,555572726369,086692068300,nv779@airline.vn,1976-06-04,Nam
NV000780,Le Duc Nam,Tiep vien,Khai thac bay,665947154389,096892403700,nv780@airline.vn,1978-01-05,Nam
NV000781,Pham Anh,Dieu hanh,Dieu hanh bay,662713681099,098491548600,nv781@airline.vn,1980-08-28,Nam
NV000782,Tran Van Viet,Tiep vien,Dieu hanh bay,148077803215,096600462700,nv782@airline.vn,1977-03-07,Khac
NV000783,Nguyen Van Khanh,Tiep vien,Tai chinh,692913841475,096997034300,nv783@airline.vn,1974-01-20,Nu
NV000784,Tran Duc Lan,Dieu hanh,Khai thac bay,948616310500,086211087800,nv784@airline.vn,1998-08-20,Khac
NV000785,Bui Thi Yen,Tiep vien,Ky thuat may bay,271755882365,096550847600,nv785@airline.vn,1967-04-12,Khac
NV000786,Bui Van Nam,Tiep vien,Ky thuat may bay,146876874975,086443335500,nv786@airline.vn,1982-07-25,Khac
NV000787,Hoang Van Anh,Dieu hanh,Ky thuat may bay,802219702680,097473749400,nv787@airline.vn,1996-05-22,Nam
NV000788,Huynh Van Cuong,Tiep vien,Tai chinh,576666598942,032382840000,nv788@airline.vn,1976-05-05,Nam
NV000789,Pham Duc Chi,Dieu hanh,An toan bay,941706032046,033657210800,nv789@airline.vn,1993-05-20,Nam
NV000790,Vo Duc Lan,Tiep vien,Khai thac bay,204055708872,096838228500,nv790@airline.vn,1989-08-10,Khac
NV000791,Vo Duc Son,Phi cong,Tai chinh,174340569165,096813636800,nv791@airline.vn,1977-11-17,Nam
NV000792,Pham Thi An,Dieu hanh,Ky thuat may bay,807753521063,096765102100,nv792@airline.vn,1992-05-04,Khac
NV000793,Le Thi Manh,Tiep vien,Dieu hanh bay,907587545250,097704977100,nv793@airline.vn,1995-07-23,Nu
NV000794,Le Viet,Ky thuat,Ky thuat may bay,670921806974,033265518900,nv794@airline.vn,1988-04-23,Nam
NV000795,Vu Thi Thu,Dieu hanh,Phuc vu mat dat,197415794594,034254807900,nv795@airline.vn,1993-02-15,Nam
NV000796,Hoang Hung,Tiep vien,Ky thuat may bay,441721025982,086139264600,nv796@airline.vn,1986-03-08,Nam
NV000797,Vo Thi Hung,Ky thuat,Khai thac bay,784833866672,096145256300,nv797@airline.vn,1969-03-08,Khac
NV000798,Bui Van Binh,Ky thuat,Ky thuat may bay,399891461754,098851654500,nv798@airline.vn,1963-11-18,Nu
NV000799,Vo Duc Viet,Tiep vien,Khai thac bay,970276853265,086805849800,nv799@airline.vn,1991-06-11,Nam
NV000800,Bui Van Anh,Dieu hanh,An toan bay,854300690285,032859056600,nv800@airline.vn,1973-08-17,Nam
NV000801,Huynh Van Cuong,Tiep vien,Dieu hanh bay,162717380926,096607510600,nv801@airline.vn,1983-09-20,Khac
NV000802,Le Thi Thu,Dieu hanh,Ky thuat may bay,665005069661,086789585300,nv802@airline.vn,1973-09-01,Nam
NV000803,Nguyen Yen,Phi cong,Phuc vu mat dat,749561384856,086282492800,nv803@airline.vn,1971-02-21,Nam
NV000804,Huynh Van Chi,Tiep vien,An toan bay,970362412413,096977439500,nv804@airline.vn,1984-11-26,Nam
NV000805,Dang Van Hung,Ky thuat,Khai thac bay,542018313233,086161485000,nv805@airline.vn,1967-01-15,Nam
NV000806,Pham Thi Yen,Dieu hanh,An toan bay,525820145361,096487499600,nv806@airline.vn,1974-05-23,Khac
NV000807,Hoang Dat,Phi cong,Phuc vu mat dat,446663338004,032805856200,nv807@airline.vn,1991-06-15,Khac
NV000808,Dang Thi Manh,Tiep vien,Ky thuat may bay,592592019698,032916779200,nv808@airline.vn,1988-04-24,Nam
NV000809,Le Van Lan,Tiep vien,Ky thuat may bay,792951155721,032634004900,nv809@airline.vn,1988-11-02,Nu
NV000810,Le Chi,Dieu hanh,An toan bay,343692796666,096559441400,nv810@airline.vn,1977-05-02,Nu
NV000811,Huynh Thi Anh,Phi cong,Khai thac bay,170056772019,034911006000,nv811@airline.vn,1963-11-23,Nam
NV000812,Le Duc Manh,Phi cong,Phuc vu mat dat,690131067762,086290976400,nv812@airline.vn,1980-11-25,Khac
NV000813,Dang Van Dat,Phi cong,An toan bay,583780263409,098855535400,nv813@airline.vn,1988-09-02,Nam
NV000814,Pham Duc Oanh,Tiep vien,Dieu hanh bay,420028227172,034791244200,nv814@airline.vn,1990-10-26,Nu
NV000815,Nguyen Manh,Ky thuat,Ky thuat may bay,124972673010,032824786400,nv815@airline.vn,1973-03-20,Nu
NV000816,Vo Lan,Dieu hanh,Tai chinh,487058266018,096935873500,nv816@airline.vn,1983-08-23,Nam
NV000817,Bui Hung,Tiep vien,Khai thac bay,531683056752,096449599100,nv817@airline.vn,1962-03-19,Nam
NV000818,Huynh Duc Bao,Tiep vien,Tai chinh,352637043787,033393685700,nv818@airline.vn,1979-02-13,Nu
NV000819,Tran Duc Bao,Tiep vien,An toan bay,741012869162,086752736300,nv819@airline.vn,1961-08-07,Nu
NV000820,Hoang Thu,Tiep vien,Dieu hanh bay,899622777564,032679446300,nv820@airline.vn,1996-06-18,Nu
NV000821,Tran Duc Yen,Dieu hanh,Khai thac bay,170543526946,086104928100,nv821@airline.vn,1981-01-06,Nam
NV000822,Tran Van Anh,Ky thuat,An toan bay,179679423246,097580967900,nv822@airline.vn,1966-04-26,Nu
NV000823,Hoang Yen,Phi cong,Tai chinh,381710335384,098441241200,nv823@airline.vn,1991-08-10,Nam
NV000824,Le Thi Cuong,Dieu hanh,Dieu hanh bay,831384034548,097504941600,nv824@airline.vn,1972-01-26,Nam
NV000825,Vu Van Son,Dieu hanh,Tai chinh,742723858410,086414010000,nv825@airline.vn,1967-09-07,Khac
NV000826,Vu Viet,Phi cong,An toan bay,515522000744,086794346700,nv826@airline.vn,1987-02-01,Nam
NV000827,Huynh Thi Thu,Tiep vien,Phuc vu mat dat,138318492922,033314758300,nv827@airline.vn,1968-11-23,Nam
NV000828,Hoang Van Dat,Phi cong,Phuc vu mat dat,584151038959,086470285200,nv828@airline.vn,1986-08-12,Nam
NV000829,Tran Yen,Dieu hanh,Khai thac bay,264614920227,097610747200,nv829@airline.vn,1977-07-04,Nu
NV000830,Hoang Thi An,Tiep vien,Phuc vu mat dat,170224698955,086610103600,nv830@airline.vn,1985-06-14,Nu
NV000831,Le Van Thu,Phi cong,An toan bay,372231047889,086315152100,nv831@airline.vn,1984-04-03,Nu
NV000832,Vu Duc Dat,Tiep vien,An toan bay,275053991928,097406532600,nv832@airline.vn,1991-11-15,Khac
NV000833,Hoang Duc Chi,Dieu hanh,Khai thac bay,336336269767,098642535500,nv833@airline.vn,1960-03-24,Nu
NV000834,Huynh Thi Chi,Tiep vien,Ky thuat may bay,851298698712,034769964800,nv834@airline.vn,1990-03-06,Nam
NV000835,Bui Duc An,Ky thuat,Phuc vu mat dat,357512074589,032523945000,nv835@airline.vn,1983-05-13,Nam
NV000836,Huynh Duc Yen,Dieu hanh,Phuc vu mat dat,491481187677,032292026400,nv836@airline.vn,1976-12-26,Khac
NV000837,Dang Anh,Dieu hanh,Ky thuat may bay,169637123406,033113551300,nv837@airline.vn,1978-01-19,Nu
NV000838,Hoang Manh,Ky thuat,Tai chinh,565726697414,032962068300,nv838@airline.vn,1972-01-23,Nu
NV000839,Dang Van Binh,Phi cong,Tai chinh,691402867309,086508036600,nv839@airline.vn,1965-05-07,Nam
NV000840,Huynh Van Chi,Tiep vien,Phuc vu mat dat,630141274443,096792148700,nv840@airline.vn,1970-11-04,Nam
NV000841,Vo Van Bao,Dieu hanh,Dieu hanh bay,147662617085,096780130100,nv841@airline.vn,1993-06-14,Nu
NV000842,Le Phu,Phi cong,Dieu hanh bay,704054142569,097103858000,nv842@airline.vn,1969-07-27,Nam
NV000843,Pham Duc Chi,Tiep vien,Phuc vu mat dat,919079163114,033120530900,nv843@airline.vn,1985-01-02,Nam
NV000844,Pham Thi Binh,Dieu hanh,Dieu hanh bay,468827218694,097662266900,nv844@airline.vn,1961-11-11,Nam
NV000845,Le Van Oanh,Phi cong,Ky thuat may bay,270889281226,032777322700,nv845@airline.vn,1986-08-02,Nam
NV000846,Huynh Duc Chi,Tiep vien,Tai chinh,721004267909,033132033200,nv846@airline.vn,1966-07-14,Nam
NV000847,Pham Thi Anh,Tiep vien,Phuc vu mat dat,249691982176,034162676700,nv847@airline.vn,1962-06-08,Nam
NV000848,Le Van Khanh,Tiep vien,Dieu hanh bay,817860138700,032260399800,nv848@airline.vn,1962-02-04,Nam
NV000849,Hoang Duc Bao,Tiep vien,Phuc vu mat dat,209847551330,033482226700,nv849@airline.vn,1971-06-06,Khac
NV000850,Tran Thi Lan,Tiep vien,Tai chinh,381739997093,034790752200,nv850@airline.vn,1978-06-05,Nam
NV000851,Hoang Khanh,Tiep vien,Ky thuat may bay,587948708645,086108349200,nv851@airline.vn,1971-05-19,Khac
NV000852,Vu Duc Lan,Tiep vien,Tai chinh,899098030426,098698291000,nv852@airline.vn,1975-07-25,Khac
NV000853,Vo Duc Manh,Dieu hanh,An toan bay,789930559477,034397538700,nv853@airline.vn,1990-04-12,Khac
NV000854,Tran Thi Phu,Ky thuat,Dieu hanh bay,994946313950,034211292800,nv854@airline.vn,1977-08-25,Khac
NV000855,Le Thi Son,Dieu hanh,Khai thac bay,557055626429,034276540500,nv855@airline.vn,1977-08-26,Nu
NV000856,Pham Manh,Dieu hanh,Tai chinh,273391566736,034840766800,nv856@airline.vn,1977-07-14,Nu
NV000857,Pham Thi Phu,Dieu hanh,An toan bay,858915318611,097784044200,nv857@airline.vn,1968-11-25,Nu
NV000858,Pham Duc Hung,Tiep vien,Tai chinh,642833431567,096352890600,nv858@airline.vn,1979-02-11,Khac
NV000859,Tran Khanh,Ky thuat,Phuc vu mat dat,790394288903,096476825500,nv859@airline.vn,1980-05-07,Nu
NV000860,Vu Duc Bao,Dieu hanh,Tai chinh,372426193165,097143845900,nv860@airline.vn,1986-02-13,Nam
NV000861,Hoang Cuong,Dieu hanh,Tai chinh,775325042053,096229459600,nv861@airline.vn,1986-02-12,Nam
NV000862,Dang Van Chi,Ky thuat,An toan bay,317564912823,097874947300,nv862@airline.vn,1965-01-08,Nam
NV000863,Vo Lan,Tiep vien,Dieu hanh bay,615649181057,097378579200,nv863@airline.vn,1960-02-09,Khac
NV000864,Vo Van Bao,Dieu hanh,Phuc vu mat dat,904819307924,034448976800,nv864@airline.vn,1967-03-04,Nu
NV000865,Vu Duc Lan,Ky thuat,Dieu hanh bay,452977349759,097566358200,nv865@airline.vn,1969-12-19,Nam
NV000866,Vu Duc Oanh,Ky thuat,Phuc vu mat dat,997292374434,033282678300,nv866@airline.vn,1989-03-24,Nu
NV000867,Nguyen Lan,Dieu hanh,Ky thuat may bay,188755257697,097284276400,nv867@airline.vn,1971-11-14,Khac
NV000868,Hoang Cuong,Phi cong,An toan bay,595682167104,097142907400,nv868@airline.vn,1986-11-18,Nam
NV000869,Pham Thi Phu,Dieu hanh,Khai thac bay,211810288700,086280247900,nv869@airline.vn,1970-06-26,Nam
NV000870,Tran Thi Thu,Dieu hanh,An toan bay,904327582124,096156853500,nv870@airline.vn,1965-04-08,Nam
NV000871,Hoang Thi Nam,Ky thuat,Tai chinh,823624813873,098444131700,nv871@airline.vn,1977-09-26,Nam
NV000872,Hoang Duc Binh,Phi cong,Tai chinh,643030583853,096463243700,nv872@airline.vn,1962-02-09,Nam
NV000873,Tran Van Thu,Tiep vien,An toan bay,880199933963,096239314600,nv873@airline.vn,1961-01-28,Nu
NV000874,Le Thi Binh,Dieu hanh,An toan bay,542893032960,096155331800,nv874@airline.vn,1964-10-20,Nam
NV000875,Pham Thi Oanh,Phi cong,Phuc vu mat dat,650863129290,097652182800,nv875@airline.vn,1979-09-09,Nam
NV000876,Nguyen Duc Lan,Tiep vien,Khai thac bay,166251876766,097902043800,nv876@airline.vn,1996-11-04,Khac
NV000877,Bui Thi Dung,Dieu hanh,Dieu hanh bay,186151721143,034906233100,nv877@airline.vn,1966-12-03,Khac
NV000878,Tran Thi Lan,Phi cong,An toan bay,442230919093,098127219000,nv878@airline.vn,1968-05-15,Nam
NV000879,Le Van Anh,Tiep vien,Khai thac bay,242246014455,098995261900,nv879@airline.vn,1989-11-10,Nu
NV000880,Le Van Yen,Dieu hanh,Phuc vu mat dat,580906426476,086955766200,nv880@airline.vn,1983-08-13,Nu
NV000881,Vu Van Lan,Tiep vien,An toan bay,138996976302,097937714900,nv881@airline.vn,1979-10-04,Khac
NV000882,Tran Duc Cuong,Tiep vien,Phuc vu mat dat,265963615822,032684436100,nv882@airline.vn,1978-01-03,Nam
NV000883,Tran Thi Phu,Tiep vien,Khai thac bay,754600108681,097827028000,nv883@airline.vn,1971-07-03,Khac
NV000884,Dang Duc Nam,Tiep vien,Phuc vu mat dat,456475157357,033933572800,nv884@airline.vn,1979-02-01,Nam
NV000885,Huynh Oanh,Phi cong,Tai chinh,741953921275,096562912300,nv885@airline.vn,1993-09-12,Khac
NV000886,Vu Duc Dat,Dieu hanh,An toan bay,343086062058,032151381000,nv886@airline.vn,1983-02-19,Nu
NV000887,Vu Duc Viet,Ky thuat,Phuc vu mat dat,501002285854,098947024200,nv887@airline.vn,1978-03-28,Nam
NV000888,Vo Chi,Tiep vien,Dieu hanh bay,247764945359,098706706500,nv888@airline.vn,1985-06-01,Nu
NV000889,Vu An,Phi cong,Tai chinh,190378281385,034560458000,nv889@airline.vn,1967-04-01,Khac
NV000890,Dang Thi Uyen,Tiep vien,Khai thac bay,872181232102,096846719800,nv890@airline.vn,1966-01-01,Khac
NV000891,Vu Van Bao,Tiep vien,Khai thac bay,248115647223,096336086600,nv891@airline.vn,1960-08-14,Nam
NV000892,Pham Van Anh,Phi cong,Ky thuat may bay,971320795397,097370679800,nv892@airline.vn,1968-04-05,Nam
NV000893,Le Thi Khanh,Tiep vien,Khai thac bay,407244995400,086648182300,nv893@airline.vn,1969-09-07,Nu
NV000894,Bui Duc Cuong,Phi cong,Khai thac bay,199956428299,032549590100,nv894@airline.vn,1988-10-26,Nam
NV000895,Pham Van Son,Phi cong,Phuc vu mat dat,831634919693,032627506800,nv895@airline.vn,1972-06-25,Khac
NV000896,Le Thi Khanh,Phi cong,Dieu hanh bay,230091416792,097702946600,nv896@airline.vn,1991-09-02,Khac
NV000897,Dang Van Manh,Tiep vien,An toan bay,126082425511,034271675600,nv897@airline.vn,1978-12-11,Nam
NV000898,Hoang Duc Chi,Tiep vien,An toan bay,390579390380,034887742200,nv898@airline.vn,1995-07-26,Khac
NV000899,Hoang Van Hung,Tiep vien,Khai thac bay,661101225158,097474589300,nv899@airline.vn,1961-07-08,Nu
NV000900,Vo Van Bao,Tiep vien,Dieu hanh bay,742348055241,098293623600,nv900@airline.vn,1969-02-08,Khac
NV000901,Hoang Manh,Dieu hanh,An toan bay,447951367207,098656892300,nv901@airline.vn,1995-06-12,Khac
NV000902,Huynh Duc Cuong,Phi cong,An toan bay,408204965450,033101111800,nv902@airline.vn,1986-10-14,Nam
NV000903,Hoang Thi Son,Dieu hanh,An toan bay,700440734268,086124784400,nv903@airline.vn,1984-02-24,Nam
NV000904,Vu Phu,Ky thuat,Phuc vu mat dat,594924235104,098558636100,nv904@airline.vn,1983-08-02,Nam
NV000905,Vu Thi Phu,Ky thuat,Dieu hanh bay,560517864091,097215950800,nv905@airline.vn,1979-10-18,Nam
NV000906,Le Thi Son,Phi cong,An toan bay,311657503971,086768518800,nv906@airline.vn,1970-11-20,Khac
NV000907,Hoang Duc Nam,Ky thuat,Dieu hanh bay,452961915789,098115351600,nv907@airline.vn,1994-05-22,Nam
NV000908,Pham Duc Hung,Tiep vien,Phuc vu mat dat,663935569099,032153535600,nv908@airline.vn,1977-02-15,Nam
NV000909,Hoang Duc Dung,Tiep vien,Phuc vu mat dat,758840768852,032649668800,nv909@airline.vn,1994-06-11,Khac
NV000910,Hoang Van Cuong,Ky thuat,Phuc vu mat dat,649043263163,096735560500,nv910@airline.vn,1960-03-09,Nam
NV000911,Huynh Van Viet,Tiep vien,Phuc vu mat dat,822506370279,033666964300,nv911@airline.vn,1998-05-12,Nam
NV000912,Pham Duc Chi,Dieu hanh,Phuc vu mat dat,527458169495,033177326400,nv912@airline.vn,1977-01-27,Nam
NV000913,Bui Uyen,Tiep vien,Tai chinh,759781007422,032842596200,nv913@airline.vn,1970-02-16,Nu
NV000914,Le Thi Dat,Tiep vien,Khai thac bay,195786513044,086878480800,nv914@airline.vn,1994-03-04,Nu
NV000915,Pham Thi Cuong,Ky thuat,Dieu hanh bay,330227957836,086108311800,nv915@airline.vn,1985-04-05,Nu
NV000916,Nguyen Van Lan,Tiep vien,An toan bay,650429657505,032606789900,nv916@airline.vn,1994-06-01,Nam
NV000917,Le Binh,Phi cong,Tai chinh,154052329499,032501578600,nv917@airline.vn,1975-04-12,Nam
NV000918,Vo Dat,Phi cong,An toan bay,100265403963,032136371100,nv918@airline.vn,1971-12-19,Nu
NV000919,Vu Dung,Tiep vien,Phuc vu mat dat,477277170080,086571058800,nv919@airline.vn,1991-02-17,Nu
NV000920,Huynh Duc Dat,Phi cong,Tai chinh,737585734950,096339287500,nv920@airline.vn,1974-01-10,Nu
NV000921,Pham Thi Hung,Phi cong,Dieu hanh bay,789990316752,086880934400,nv921@airline.vn,1994-02-10,Nu
NV000922,Vu Oanh,Tiep vien,Phuc vu mat dat,114791600611,098298423600,nv922@airline.vn,1978-06-07,Nam
NV000923,Tran Viet,Ky thuat,Dieu hanh bay,571207297667,034198001200,nv923@airline.vn,1982-03-22,Khac
NV000924,Vu Thi Chi,Phi cong,An toan bay,706278103086,032638803900,nv924@airline.vn,1990-09-02,Khac
NV000925,Tran Van Dat,Tiep vien,Phuc vu mat dat,174070604321,097291054200,nv925@airline.vn,1985-08-21,Khac
NV000926,Nguyen Thu,Ky thuat,Phuc vu mat dat,367728073337,033353618800,nv926@airline.vn,1972-11-16,Nam
NV000927,Dang Thi Son,Phi cong,Phuc vu mat dat,999274028156,097967074500,nv927@airline.vn,1978-11-17,Nu
NV000928,Vu Manh,Phi cong,Khai thac bay,766373718982,034423070600,nv928@airline.vn,1961-01-01,Nam
NV000929,Vo Thi Phu,Dieu hanh,An toan bay,266201879133,098508172400,nv929@airline.vn,1964-04-05,Nu
NV000930,Vu Son,Ky thuat,An toan bay,238335277855,086998206200,nv930@airline.vn,1976-02-16,Nam
NV000931,Vo Duc Uyen,Dieu hanh,Khai thac bay,252573528736,032258121200,nv931@airline.vn,1966-05-22,Nam
NV000932,Vu Thi Son,Ky thuat,Dieu hanh bay,303121188748,086846781400,nv932@airline.vn,1974-06-03,Nam
NV000933,Vo Duc Khanh,Tiep vien,Ky thuat may bay,637939960011,098713092100,nv933@airline.vn,1985-06-25,Khac
NV000934,Bui Yen,Tiep vien,An toan bay,660241060957,034814475300,nv934@airline.vn,1970-03-09,Nu
NV000935,Huynh Van Dung,Tiep vien,Dieu hanh bay,253010246985,034109753500,nv935@airline.vn,1986-10-05,Khac
NV000936,Huynh Duc Thu,Phi cong,Phuc vu mat dat,842249476789,032807497500,nv936@airline.vn,1968-08-14,Khac
NV000937,Le Thi Dat,Tiep vien,Tai chinh,774403430928,086461567200,nv937@airline.vn,1976-11-09,Nam
NV000938,Tran Van Hung,Tiep vien,Dieu hanh bay,962724396477,097722850800,nv938@airline.vn,1960-03-05,Nam
NV000939,Hoang Yen,Dieu hanh,Tai chinh,837442598020,097110489700,nv939@airline.vn,1978-06-16,Khac
NV000940,Le Van Son,Dieu hanh,Ky thuat may bay,820257917320,032869999500,nv940@airline.vn,1961-04-08,Nam
NV000941,Tran Oanh,Dieu hanh,Tai chinh,258688292527,098507712300,nv941@airline.vn,1972-08-21,Nam
NV000942,Nguyen Duc Cuong,Tiep vien,Khai thac bay,634271200556,086847034100,nv942@airline.vn,1960-07-07,Khac
NV000943,Pham Hung,Tiep vien,Khai thac bay,173499018313,033354256500,nv943@airline.vn,1961-01-24,Nu
NV000944,Dang Thi Nam,Ky thuat,Ky thuat may bay,700735692075,033443249600,nv944@airline.vn,1973-07-28,Khac
NV000945,Bui Van Thu,Dieu hanh,Phuc vu mat dat,695674760252,096780268500,nv945@airline.vn,1991-12-24,Nam
NV000946,Pham Van Thu,Tiep vien,Tai chinh,377786366040,096579895900,nv946@airline.vn,1987-10-05,Nam
NV000947,Dang Son,Tiep vien,An toan bay,224777383747,098415071400,nv947@airline.vn,1969-05-20,Nu
NV000948,Tran Thi Cuong,Tiep vien,Khai thac bay,820802328822,098101534100,nv948@airline.vn,1964-02-11,Nu
NV000949,Vu Dung,Tiep vien,An toan bay,858986843094,097200687400,nv949@airline.vn,1994-01-07,Nam
NV000950,Hoang Van Nam,Phi cong,Ky thuat may bay,396616608324,033207163400,nv950@airline.vn,1982-07-13,Nu
NV000951,Tran Duc Lan,Tiep vien,An toan bay,819983859420,032560434600,nv951@airline.vn,1992-11-07,Khac
NV000952,Hoang Duc Viet,Tiep vien,An toan bay,314962849799,032120169900,nv952@airline.vn,1966-07-17,Nu
NV000953,Vu Oanh,Phi cong,Dieu hanh bay,996964384306,086540006000,nv953@airline.vn,1962-02-20,Nam
